Publisher,Offer,Sku
canonical,ubuntu,18_04-lts-minimal
canonical,ubuntu,22_04-lts
canonical,ubuntu,22_04-lts-minimal
canonical,ubuntu,22_04-lts-minimal-gen2
canonical,ubuntu,20_04-lts-minimal-gen2
canonical,ubuntu,20_04-lts-gen2
canonical,ubuntu,20_04-lts
canonical,ubuntu,18_04-lts
canonical,ubuntu,22_04-lts-gen2
canonical,ubuntu,22_10-minimal
canonical,ubuntu,22_10
canonical,ubuntu,18_04-lts-minimal-gen2
canonical,ubuntu,22_10-gen2
canonical,ubuntu,20_04-lts-minimal
canonical,ubuntu,23_04
canonical,ubuntu,23_04-minimal-gen2
canonical,ubuntu,23_04-minimal
canonical,ubuntu,23_04-gen2
Canonical,UbuntuMinimal,19_04-daily-gen2
Canonical,UbuntuMinimal,19.04-DAILY
Canonical,UbuntuServer,16.04-LTS
Canonical,UbuntuServer,16_04-lts-gen2
Canonical,UbuntuServer,18_04-lts-arm64
Canonical,UbuntuServer,18.04-DAILY-LTS
Canonical,UbuntuServer,19.10-DAILY
Canonical,UbuntuServer,18_04-lts-gen2
Canonical,UbuntuServer,19_10-daily-gen2
Canonical,UbuntuServer,16_04-daily-lts-gen2
Canonical,UbuntuServer,19.04-DAILY
Canonical,UbuntuServer,18.04-LTS
Canonical,UbuntuServer,19_04-gen2
Canonical,UbuntuServer,19.04
Canonical,UbuntuServer,16.04.0-LTS
Canonical,UbuntuServer,19_04-daily-gen2
Canonical,UbuntuServer,16_04_0-lts-gen2
Canonical,UbuntuServer,18_04-daily-lts-arm64
Canonical,UbuntuServer,16.04-DAILY-LTS
Canonical,UbuntuServer,18_04-daily-lts-gen2
canonical,ubuntu-test-offer-0010-preview,18_04_premium_test
